prisoner_id,case_cnr,prison_id,prison_name,prison_state,prison_district,prison_capacity,total_prison_population,occupancy_rate,overcrowding_level,available_beds,overcrowding_gap,undertrial_population,convict_population,eligibility_result,release_barrier
UTP-2026-0288,UTGH01-901313-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0289,UTGH01-751721-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0290,UTGH01-909043-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0291,UTGH01-708059-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0292,UTGH01-719946-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0293,UTGH01-479547-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0294,UTGH01-910176-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0295,UTGH01-975356-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0296,UTGH01-866493-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0297,UTGH01-985778-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0298,UTGH01-330906-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0299,UTGH01-604322-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0300,UTGH01-767173-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0301,UTGH01-517267-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Excluded_Life_Or_Death,
UTP-2026-0302,UTGH01-377107-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0303,UTGH01-617386-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0304,UTGH01-650071-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0305,UTGH01-308947-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0306,UTGH01-390704-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0307,UTGH01-558482-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0308,UTGH01-963319-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0309,UTGH01-522757-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0310,UTGH01-422733-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0311,UTGH01-320958-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0312,UTGH01-730133-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0313,UTGH01-347656-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0314,UTGH01-740225-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0315,UTGH01-417670-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0316,UTGH01-407484-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0317,UTGH01-292864-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0318,UTGH01-118950-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0319,UTGH01-131000-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0320,UTGH01-626704-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0321,UTGH01-991613-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0322,UTGH01-660118-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0323,UTGH01-372629-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0324,UTGH01-641922-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Approaching,Court hearing pending
UTP-2026-0325,UTGH01-134435-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0326,UTGH01-919370-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0327,UTGH01-688528-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0328,UTGH01-641554-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0329,UTGH01-561481-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0330,UTGH01-700554-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0331,UTGH01-442957-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Court hearing pending
UTP-2026-0332,UTGH01-336170-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0333,UTGH01-560996-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0334,UTGH01-471910-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0335,UTGH01-214705-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Approaching,Court hearing pending
UTP-2026-0336,UTGH01-234425-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0337,UTGH01-884267-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0338,UTGH01-669711-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0339,UTGH01-667092-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Excluded_Life_Or_Death,
UTP-2026-0340,UTGH01-720145-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0341,UTGH01-713394-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0342,UTGH01-799984-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Due_To_Accused_Delay,
UTP-2026-0343,UTGH01-460762-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0344,UTGH01-559034-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0345,UTGH01-618513-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,
UTP-2026-0346,UTGH01-235019-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0347,UTGH01-838425-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Surety pending
UTP-2026-0348,UTGH01-988422-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0349,UTGH01-462018-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Eligible,Court hearing pending
UTP-2026-0350,UTGH01-603760-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0351,UTGH01-875167-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0352,UTGH01-489843-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0353,UTGH01-876043-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Approaching,Court hearing pending
UTP-2026-0354,UTGH01-145883-2023,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0355,UTGH01-437281-2025,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0356,UTGH01-282822-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0357,UTGH01-901087-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Excluded_Life_Or_Death,
UTP-2026-0358,UTGH01-258002-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Blocked_Multiple_FIRs,
UTP-2026-0359,UTGH01-271187-2026,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0360,UTGH01-929389-2024,PRIS-UP-01,Dasna District Jail (Ghaziabad),Uttar Pradesh,Ghaziabad,1706,2150,126.0,Severe,0,444,1634,516,Ineligible_Under_Time,
UTP-2026-0361,MANA01-236996-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0362,MANA01-110113-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0363,MANA01-307324-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0364,MANA01-112581-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0365,MANA01-499987-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0366,MANA01-536569-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Excluded_Life_Or_Death,
UTP-2026-0367,MANA01-705258-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0368,MANA01-689171-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0369,MANA01-565713-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0370,MANA01-246707-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0371,MANA01-244360-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0372,MANA01-372988-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0373,MANA01-399203-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0374,MANA01-115040-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Excluded_Life_Or_Death,
UTP-2026-0375,MANA01-102043-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Approaching,Court hearing pending
UTP-2026-0376,MANA01-144832-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Court hearing pending
UTP-2026-0377,MANA01-771580-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0378,MANA01-549339-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0379,MANA01-838239-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0380,MANA01-285211-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0381,MANA01-244207-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0382,MANA01-601508-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0383,MANA01-634299-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0384,MANA01-363814-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0385,MANA01-970726-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0386,MANA01-478887-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0387,MANA01-876424-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0388,MANA01-506743-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Approaching,Court hearing pending
UTP-2026-0389,MANA01-382194-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0390,MANA01-877094-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0391,MANA01-701740-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0392,MANA01-412939-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0393,MANA01-408230-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0394,MANA01-170557-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0395,MANA01-183854-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Excluded_Life_Or_Death,
UTP-2026-0396,MANA01-964098-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,
UTP-2026-0397,MANA01-990712-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0398,MANA01-446178-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0399,MANA01-954209-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Court hearing pending
UTP-2026-0400,MANA01-300790-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0401,MANA01-109673-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0402,MANA01-738331-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0403,MANA01-787973-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0404,MANA01-391819-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0405,MANA01-788941-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0406,MANA01-157580-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0407,MANA01-891507-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0408,MANA01-842561-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0409,MANA01-365222-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0410,MANA01-470334-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0411,MANA01-239970-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,
UTP-2026-0412,MANA01-385151-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0413,MANA01-716038-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,
UTP-2026-0414,MANA01-280426-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0415,MANA01-213707-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Court hearing pending
UTP-2026-0416,MANA01-340897-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Court hearing pending
UTP-2026-0417,MANA01-873577-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0418,MANA01-729510-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0419,MANA01-278505-2026,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0420,MANA01-519124-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0421,MANA01-340206-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0422,MANA01-651773-2025,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0423,MANA01-855274-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0424,MANA01-406439-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Eligible,Surety pending
UTP-2026-0425,MANA01-148610-2023,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0426,MANA01-545092-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Blocked_Multiple_FIRs,
UTP-2026-0427,MANA01-701974-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
UTP-2026-0428,MANA01-930785-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Excluded_Life_Or_Death,
UTP-2026-0429,MANA01-479376-2024,PRIS-MH-05,Nashik Road Central Prison,Maharashtra,Nashik,3178,2640,83.1,Normal,538,0,2006,634,Ineligible_Under_Time,
